/home/niklas/phd/code/pair_nequip/test/aspirin.data (written by ASE) 

21 	 atoms 
3  atom types
0.0                      10  xlo xhi
0.0                      10  ylo yhi
0.0                      10  zlo zhi


Atoms 

     1   1      7.1344888199999996      4.0156389499999996      4.8047821099999997
     2   1      5.7626438100000001      5.9594139500000001      3.3200710999999998
     3   1      7.6603448400000005      4.5920739499999996      3.6926960900000001
     4   1      6.9103168200000002      5.3939659600000001      2.8529801400000001
     5   1      1.9698097699999999      6.4954049600000001      5.7196621299999997
     6   1      5.8494248400000002      4.4491289299999996      5.2843751000000001
     7   1      5.2384468200000001      5.4735059399999999               4.5955781
     8   3      5.8978958099999996              2.72356796      6.7300610499999998
     9   3      2.6165478200000001      5.4177789399999998      3.5371431099999997
    10   3      4.5237988199999997      4.4709129299999999      7.3392591500000002
    11   1      5.3929918099999998      3.8097629500000001      6.5379821099999997
    12   1      2.8770148799999999      5.9517599299999997      4.6022951000000001
    13   3              4.19533384      6.2862459399999997      5.1105090999999998
    14   2      4.5061968300000004      3.8132079800000001      8.0959742099999996
    15   2              7.55473471      3.1975029699999999      5.3921310900000003
    16   2      5.3306898199999999      6.8557109799999996              2.65473604
    17   2      8.8037939099999996      4.5062809599999998      3.5437971399999997
    18   2      7.2311408500000001              5.55718595      1.8758501999999999
    19   2      2.2910697500000001      7.4846579999999996      5.9269280999999996
    20   2     0.86951685000000012      6.4821670099999995      5.4312661000000002
    21   2              2.12585187      6.0032089900000001      6.6994850599999998
